Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group,Description_Length
Heart of Darkness: A Signature Performance by Kenneth Branagh,Joseph Conrad,4.2,4.2,2047.0,7.6246189861593985,501.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,heart of darkness: a signature performance by kenneth branagh,joseph conrad,1001+,0
Heidi,Johanna Spyri,4.5,4.5,1828.0,7.511524648390866,166.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,heidi,johanna spyri,1001+,0
Her Last Wish,Ajay K. Pandey,4.6,4.6,1903.0,7.55171221535131,668.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,her last wish,ajay k. pandey,1001+,0
High Achiever: The Incredible True Story of One Addict's Double Life,Tiffany Jenkins,4.9,4.9,5820.0,8.669227347271736,1005.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,high achiever: the incredible true story of one addict's double life,tiffany jenkins,1001+,0
Hinds' Feet on High Places: The Beloved Story of Much-Afraid and Her Exciting Journey to the High Places,Hannah Hurnard,4.8,4.8,1817.0,7.505492274737424,351.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,hinds' feet on high places: the beloved story of much-afraid and her exciting journey to the high places,hannah hurnard,1001+,0
Hitchhiker's Guide to the Galaxy,Douglas Adams,4.5,4.5,2473.0,7.813591552952433,323.0,"A much loved science-fiction classic, this entertaining intergalactic adventure has a lot going for it - including narration by British comedian Stephen Fry. Adams displays his talents for a creating a whole new world in this first of five audiobooks in the Hitchhiker's Guide to the Galaxy series. Packed with brilliant humour, extraordinary characters and a highly original storyline, it's no wonder that this novel is a favourite of so many.",Unknown,Unknown,,Unknown,,Both,1,0,0,hitchhiker's guide to the galaxy,douglas adams,1001+,444
Holes,Louis Sachar,4.7,4.7,4365.0,8.38160253710989,417.0,"Stanley Yelnats' family has a history of bad luck, so when a miscarriage of justice sends him to Camp Green Lake Juvenile Detention Centre (which isn't green and doesn't have a lake), he is not surprised.",Teen & Young Adult | Action & Adventure for Children | Children's Action & Adventure,",#3,504 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#62 in Teen & Young Adult,#78 in Action & Adventure for Children,#2,550 in Children's Action & Adventure",3504.0,4 hours and 30 minutes,270.0,Both,1,1,1,holes,louis sachar,1001+,204
Hollow City: The Second Novel of Miss Peregrine's Peculiar Children,Ransom Riggs,4.6,4.6,4035.0,8.3030093814735,702.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,hollow city: the second novel of miss peregrine's peculiar children,ransom riggs,1001+,0
Homegoing,Yaa Gyasi,4.6,4.6,3315.0,8.106514516255185,820.0,"Penguin presents the unabridged downloadable audiobook edition of Homegoing by Yaa Gyasi, narrated by Dominic Hoffman.",African American Literature | Historical Fiction | Literary Fiction,",#3,345 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in African American Literature,#124 in Historical Fiction (Audible Audiobooks & Originals),#195 in Literary Fiction",3345.0,13 hours and 11 minutes,791.0,Both,1,1,1,homegoing,yaa gyasi,1001+,118
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,4.5,4.5,5339.0,8.582980931954241,1093.0,Brought to you by Penguin.,Future Studies | Anthropology | History,",#47 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Future Studies,#2 in Anthropology (Audible Audiobooks & Originals),#4 in History (Audible Audiobooks & Originals)",47.0,14 hours and 53 minutes,893.0,Both,1,1,1,homo deus: a brief history of tomorrow,yuval noah harari,1001+,26
Hooked: How to Build Habit-Forming Products,Nir Eyal,4.6,4.6,1760.0,7.473637108496206,501.0,"Note to Audible Listeners: As of December 2019, this version of the Hooked audiobook has been revised and rerecorded to greatly improve audio quality. Please disregard any reviews mentioning poor audio quality prior to December 2019.",Consumer Behaviour | Business Careers | Design & Fashion (Books),",#99 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Consumer Behaviour,#2 in Business Careers,#8 in Design & Fashion (Books)",99.0,4 hours and 40 minutes,280.0,Both,1,1,1,hooked: how to build habit-forming products,nir eyal,1001+,233
Hopeless,Colleen Hoover,4.6,4.6,9230.0,9.130322663990151,836.0,"Would you rather know a truth that makes you feel hopeless, or keep believing the lies? Beloved and bestselling author Colleen Hoover returns with the spellbinding story of two young people with devastating pasts who embark on a passionate, intriguing journey to discover the lessons of life, love, trust--and above all, the healing power that only truth can bring.",Contemporary Romance | Contemporary Fiction (Books) | Romance (Books),",#2,216 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#71 in Contemporary Romance (Audible Audiobooks & Originals),#4,186 in Contemporary Fiction (Books),#4,519 in Romance (Books)",2216.0,12 hours and 34 minutes,754.0,Both,1,1,1,hopeless,colleen hoover,1001+,365
Hotel on the Corner of Bitter and Sweet: A Novel,Jamie Ford,4.6,4.6,2887.0,7.968319500012717,721.0,"In the opening pages of Jamie Ford's stunning debut, Hotel on the Corner of Bitter and Sweet, Henry Lee comes upon a crowd gathered outside the Panama Hotel, once the gateway to Seattle's Japan-town. It has been boarded up for decades, but now the new owner has made an incredible discovery: the belongings of Japanese families, left when they were rounded up and sent to internment camps during World War II. As Henry looks on, the owner opens a Japanese parasol.",Unknown,Unknown,,Unknown,,Advanced Only,1,0,0,hotel on the corner of bitter and sweet: a novel,jamie ford,1001+,464
"House of Earth and Blood: The Crescent City, Book 1",Sarah J. Maas,4.7,4.7,3370.0,8.12296471523406,873.0,"Half-Fae, half-human Bryce Quinlan loves her life. Every night is a party and Bryce is going to savour all the pleasures Lunathion - also known as Crescent City - has to offer. But then a brutal murder shakes the very foundations of the city, and brings Bryce's world crashing down.",Urban Fantasy | Action & Adventure Fantasy | Fantasy (Books),",#1,346 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Urban Fantasy,#6 in Action & Adventure Fantasy,#878 in Fantasy (Books)",1346.0,27 hours and 50 minutes,1670.0,Both,1,1,1,"house of earth and blood: the crescent city, book 1",sarah j. maas,1001+,282
How Not to Die: Discover the foods scientifically proven to prevent and reverse disease,Dr Michael Greger,4.7,4.7,8421.0,9.038602608721874,323.0,The Sunday Times best seller.,Unknown,Unknown,,Unknown,,Both,1,0,0,how not to die: discover the foods scientifically proven to prevent and reverse disease,dr michael greger,1001+,29
"How Not to Diet: The Groundbreaking Science of Healthy, Permanent Weight Loss",Michael Greger,4.7,4.7,2100.0,7.650168700845001,323.0,"Put an end to dieting and replace weight-loss struggles with this easy approach to a healthy, plant-based lifestyle. Every month seems to bring a trendy new diet or a new fad to try in order to lose weight - but these diets clearly aren’t making us any happier or healthier.","Public Health | Weight Loss Diets | Food, Drink & Entertaining (Books)",",#2,169 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Public Health (Audible Audiobooks & Originals),#16 in Weight Loss Diets,#544 in Food, Drink & Entertaining (Books)",2169.0,23 hours and 42 minutes,1422.0,Advanced Only,1,1,1,"how not to diet: the groundbreaking science of healthy, permanent weight loss",michael greger,1001+,274
How to Be a 3% Man,Corey Wayne,4.7,4.7,2071.0,7.636269603379373,668.0,"Dear friend: This book teaches you the hidden secrets to completely understand women. How you can meet and date the type of women you've always wanted and have effortless relationships! How to get a girlfriend. How to date multiple women. How to get your wife or girlfriend back. Turn your girl ""friend"" into your girlfriend. Live the life of your dreams and accomplish your goals. How to get women to pursue you and approach you first, etc.",Marriage | Love & Romance | Family & Relationships,",#688 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Marriage,#9 in Love & Romance,#256 in Family & Relationships",688.0,7 hours and 33 minutes,453.0,Both,1,1,1,how to be a 3% man,corey wayne,1001+,441
How to Be a Bawse: A Guide to Conquering Life,Lilly Singh,4.6,4.6,2010.0,7.606387389772652,683.0,"From actress, comedian and YouTube sensation Lilly Singh (aka Superwoman) comes the definitive guide to being a BAWSE - a person who exudes confidence, reaches goals, gets hurt efficiently, and smiles genuinely because they've fought through it all and made it out the other side. Told in her hilarious, bold voice that's inspired over nine million fans, and using stories from her own life to illustrate her message, Lilly proves that there are no shortcuts to success.",Unknown,Unknown,,Unknown,,Both,1,0,0,how to be a bawse: a guide to conquering life,lilly singh,1001+,470
How to Be a Woman,Caitlin Moran,4.1,4.1,1733.0,7.458186157340487,683.0,"1913 - Suffragette throws herself under the King's horse. 1969 - Feminists storm Miss World. Now - Caitlin Moran rewrites The Female Eunuch from a bar stool and demands to know why pants are getting smaller. There's never been a better time to be a woman: We have the vote and the Pill, and we haven't been burnt as witches since 1727. However, a few nagging questions do remain....","English, Irish, Scottish & Welsh Literature | Women's Studies | Literary History & Criticism",",#2,365 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in English, Irish, Scottish & Welsh Literature,#11 in Women's Studies,#15 in Literary History & Criticism",2365.0,8 hours and 44 minutes,524.0,Both,1,1,1,how to be a woman,caitlin moran,1001+,382
"How to Day Trade for a Living: A Beginner's Guide to Trading Tools and Tactics, Money Management, Discipline and Trading Psychology",Andrew Aziz,4.4,4.4,3612.0,8.19229373114764,668.0,"Very few careers can offer you the freedom, flexibility, and income that day trading does. As a day trader, you can live and work anywhere in the world. You can decide when to work and when not to work. You only answer to yourself. That is the life of the successful day trader. Many people aspire to it, but very few succeed.",Investing Analysis & Strategy | Personal Finance | Analysis & Strategy,",#207 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Investing Analysis & Strategy,#13 in Personal Finance,#379 in Analysis & Strategy",207.0,6 hours and 56 minutes,416.0,Both,1,1,1,"how to day trade for a living: a beginner's guide to trading tools and tactics, money management, discipline and trading psychology",andrew aziz,1001+,326
How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,4.6,4.6,1791.0,7.491087593534876,879.0,"Blasting clichéd career advice, the contrarian pundit and creator of Dilbert recounts the humorous ups and downs of his career, revealing the outsized role of luck in our lives and how best to play the system.",Art Instruction & Technique | Biographies of Business Leaders | Business Careers,",#666 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Art Instruction & Technique,#17 in Biographies of Business Leaders,#25 in Business Careers",666.0,8 hours and 48 minutes,528.0,Both,1,1,1,how to fail at almost everything and still win big: kind of the story of my life,scott adams,1001+,209
How to Stop Worrying and Start Living,Dale Carnegie,4.5,4.5,5038.0,8.524962928680598,668.0,Learn how to break the worry habit - now and forever!,Personal Success | Personal Development & Self-Help,",#126 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#32 in Personal Success,#439 in Personal Development & Self-Help",126.0,9 hours and 42 minutes,582.0,Both,1,1,1,how to stop worrying and start living,dale carnegie,1001+,53
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,4.3,4.3,1689.0,7.432483807917119,837.0,"""You'll not only break the ice, you'll melt it away with your new skills."" -Larry King",Business Communication | Communication & Social Skills | Analysis & Strategy,",#272 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Business Communication (Audible Audiobooks & Originals),#5 in Communication & Social Skills,#470 in Analysis & Strategy",272.0,8 hours and 59 minutes,539.0,Both,1,1,1,how to talk to anyone: 92 little tricks for big success in relationships,leil lowndes,1001+,86
How to Win Friends and Influence People,Dale Carnegie,4.5,4.5,21000.0,9.952325334619427,668.0,"How to Win Friends and Influence People is a self-help book which is the pioneer of this genre. Written by Dale Carnegie and published in 1936, it has sold over 30 million copies. It has been edited and re-printed several times.",Communication & Social Skills | Personal Development & Self-Help,",#18 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Communication & Social Skills,#76 in Personal Development & Self-Help",18.0,8 hours and 5 minutes,485.0,Both,1,1,1,how to win friends and influence people,dale carnegie,1001+,228
I Am Pilgrim,Terry Hayes,4.6,4.6,13297.0,9.4953689269624,1093.0,National Book Awards 2014: Crime/Thriller Book of the Year,Unknown,Unknown,,Unknown,,Advanced Only,1,0,0,i am pilgrim,terry hayes,1001+,58
I Am Watching You,Teresa Driscoll,4.5,4.5,11268.0,9.329810871952349,837.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,i am watching you,teresa driscoll,1001+,0
I Can't Make This Up: Life Lessons,Neil Strauss - contributor,4.7,4.7,1610.0,7.384610383176974,1003.0,"Superstar comedian and Hollywood box-office star Kevin Hart turns his immense talent to the written word by writing some words. Some of those words include: the, a, for, above, and even even. Put them together and you have the funniest, most heartfelt, and most inspirational memoir on survival, success, and the importance of believing in yourself since Old Yeller.",Biographies of Comedians | Cinema & Broadcast (Books) | Personal Success,",#964 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Biographies of Comedians,#80 in Cinema & Broadcast (Books),#168 in Personal Success",964.0,11 hours and 15 minutes,675.0,Both,1,1,1,i can't make this up: life lessons,neil strauss - contributor,1001+,366
I Declare: 31 Promises to Speak Over Your Life,Joel Osteen,4.7,4.7,3082.0,8.03365842788615,500.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,i declare: 31 promises to speak over your life,joel osteen,1001+,0
I Hate You - Don't Leave Me: Understanding the Borderline Personality,Jerold J. Kreisman,4.6,4.6,1890.0,7.544861068658458,879.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,i hate you - don't leave me: understanding the borderline personality,jerold j. kreisman,1001+,0
